-11.595, 0.0, 0.009, 0.0, 0.0
-9.292, 0.023, 0.002, 0.23, 0.001
-8.86, 0.073, 0.0, 0.082, 0.207
-8.429, 0.112, 0.487, 0.214, 0.035
-7.997, 0.491, 0.386, 0.709, 0.169
-7.565, 0.081, 0.065, 0.004, 0.087
-7.35, nan, 0.076, 0.456, 0.208
-7.134, 0.039, 0.349, 0.283, 0.821
-6.918, nan, 0.255, 0.243, 0.064
-6.702, 0.408, 0.525, 0.412, 0.573
-6.486, nan, 0.969, 0.487, 0.273
-6.27, 0.423, 0.763, 0.671, 0.315
-6.054, nan, 0.816, 0.611, 0.453
-5.838, 0.91, 0.301, 0.887, 0.525
-5.407, 0.975, 0.821, 0.483, 0.917
-4.975, 0.961, 0.597, 0.964, 0.776
-4.543, 0.865, 0.994, 0.717, 0.981
-4.111, 0.979, 0.968, 0.918, 0.754
-3.68, 0.953, 0.968, 0.636, 0.963
-3.248, 0.914, 0.991, 0.945, 0.943
-2.816, 0.975, nan, nan, nan
-2.384, 0.951, nan, nan, nan
-1.233, 1.0, nan, nan, nan
0.082, 1.0, 1.0, 1.0, 1.0
