-23.462359945590467, 0.0, 0.0, 0.0, 0.0
-21.159774852596424, 0.0, 0.0, 0.0, 0.0
-18.857189759602377, 0.0, 0.0, 0.0, 0.0
-16.55460466660833, 0.0, 0.0, 0.0, 0.0
-15.846116945687086, 0.0, 0.0, 0.0, 0.0
-15.137629224765842, 0.0, 0.002, 0.0, 0.0
-14.429141503844596, 0.0, 0.0, 0.003, 0.0
-13.720653782923351, 0.0, 0.0, 0.0, 0.012
-13.012166062002107, 0.0, 0.001, 0.0, 0.0
-12.303678341080861, 0.006, 0.003, 0.009, 0.0
-11.595190620159617, 0.01, 0.063, 0.0, 0.0
-10.886702899238372, 0.006, 0.032, 0.117, 0.007
-10.178215178317128, 0.033, 0.013, 0.04, 0.001
-9.469727457395882, 0.341, 0.063, 0.026, 0.02
-8.761239736474637, 0.142, 0.21, 0.066, 0.194
-8.052752015553393, 0.619, 0.195, 0.171, 0.413
-7.34426429463215, 0.712, 0.633, 0.763, 0.98
-5.041679201638104, 0.955, 0.869, 0.739, 0.958
-2.739094108644058, 1.023, 1.023, 0.978, 1.0
-0.43650901565001216, 1.0, 1.0, 1.0, 1.0
